datetime,A,B,C,D,Total,feeding
2021-08-16 00:15:00,5.6,13.733333333333333,1.8,1.2,22.333333333333332,0
2021-08-16 00:30:00,5.466666666666667,12.266666666666667,1.3333333333333333,1.8666666666666667,20.933333333333334,0
2021-08-16 00:45:00,5.733333333333333,12.4,1.2666666666666666,1.4,20.8,0
2021-08-16 01:00:00,7.733333333333333,12.866666666666667,2.4,0.4,23.4,0
2021-08-16 01:15:00,7.6,10.2,2.6666666666666665,0.4,20.866666666666667,0
2021-08-16 01:30:00,12.133333333333333,6.6,3.066666666666667,0.6666666666666666,22.466666666666665,0
2021-08-16 01:45:00,8.666666666666666,9.0,5.933333333333334,0.4,24.0,0
2021-08-16 02:00:00,5.733333333333333,10.933333333333334,6.466666666666667,0.5333333333333333,23.666666666666668,0
2021-08-16 02:15:00,3.8666666666666667,3.933333333333333,3.2,3.2666666666666666,14.266666666666667,0
2021-08-16 02:30:00,4.733333333333333,7.2,2.2,5.066666666666666,19.2,0
2021-08-16 02:45:00,3.4,8.266666666666667,0.26666666666666666,6.466666666666667,18.4,0
2021-08-16 03:00:00,4.0,12.333333333333334,1.1333333333333333,4.666666666666667,22.133333333333333,0
2021-08-16 03:15:00,3.2666666666666666,13.666666666666666,0.2,4.066666666666666,21.2,0
2021-08-16 03:30:00,5.333333333333333,14.866666666666667,0.26666666666666666,3.2666666666666666,23.733333333333334,0
2021-08-16 03:45:00,6.466666666666667,10.8,0.13333333333333333,1.4,18.8,0
2021-08-16 04:00:00,8.666666666666666,9.0,0.3333333333333333,0.9333333333333333,18.933333333333334,0
2021-08-16 04:15:00,8.866666666666667,10.6,0.26666666666666666,0.5333333333333333,20.266666666666666,0
2021-08-16 04:30:00,5.533333333333333,13.266666666666667,0.7333333333333333,0.8,20.333333333333332,0
2021-08-16 04:45:00,3.8,10.533333333333333,0.6666666666666666,0.4,15.4,0
2021-08-16 05:00:00,6.533333333333333,13.333333333333334,0.6666666666666666,0.6,21.133333333333333,0
2021-08-16 05:15:00,6.6,14.666666666666666,0.06666666666666667,0.8,22.133333333333333,0
2021-08-16 05:30:00,5.0,11.266666666666667,0.4,0.5333333333333333,17.2,0
2021-08-16 05:45:00,3.2666666666666666,15.533333333333333,0.13333333333333333,0.4,19.333333333333332,0
2021-08-16 06:00:00,5.133333333333334,12.2,0.26666666666666666,0.26666666666666666,17.866666666666667,0
2021-08-16 06:15:00,14.2,8.333333333333334,0.6,0.4,23.533333333333335,0
2021-08-16 06:30:00,8.666666666666666,10.933333333333334,0.3333333333333333,0.0,19.933333333333334,0
2021-08-16 06:45:00,4.333333333333333,11.133333333333333,0.4,0.06666666666666667,15.933333333333334,0
2021-08-16 07:00:00,4.2,4.733333333333333,0.3333333333333333,0.06666666666666667,9.333333333333334,0
2021-08-16 07:15:00,7.6,5.333333333333333,0.26666666666666666,0.0,13.2,0
2021-08-16 07:30:00,3.933333333333333,8.6,1.1333333333333333,0.0,13.666666666666666,0
2021-08-16 07:45:00,5.533333333333333,13.733333333333333,0.5333333333333333,0.0,19.8,0
2021-08-16 08:00:00,11.533333333333333,8.866666666666667,1.5333333333333334,0.0,21.933333333333334,0
2021-08-16 08:15:00,3.933333333333333,8.733333333333333,1.0666666666666667,1.1333333333333333,14.866666666666667,0
2021-08-16 08:30:00,7.6,25.066666666666666,10.333333333333334,5.866666666666666,48.86666666666667,0
2021-08-16 08:45:00,8.4,32.0,13.8,6.733333333333333,60.93333333333333,1
2021-08-16 09:00:00,22.733333333333334,24.4,2.6666666666666665,2.1333333333333333,51.93333333333333,1
2021-08-16 09:15:00,24.2,27.666666666666668,1.2666666666666666,6.0,59.13333333333333,1
2021-08-16 09:30:00,10.533333333333333,27.2,2.2,15.266666666666667,55.2,0
2021-08-16 09:45:00,7.533333333333333,21.6,0.8666666666666667,16.466666666666665,46.46666666666667,0
2021-08-16 10:00:00,6.466666666666667,17.266666666666666,1.5333333333333334,15.4,40.666666666666664,0
2021-08-16 10:15:00,6.4,17.8,3.8666666666666667,15.466666666666667,43.53333333333333,0
2021-08-16 10:30:00,7.4,17.333333333333332,5.466666666666667,14.466666666666667,44.666666666666664,0
2021-08-16 10:45:00,6.533333333333333,19.133333333333333,4.866666666666666,13.133333333333333,43.666666666666664,0
2021-08-16 11:00:00,5.933333333333334,18.4,7.266666666666667,12.4,44.0,0
2021-08-16 11:15:00,8.6,23.066666666666666,8.666666666666666,14.666666666666666,55.0,0
2021-08-16 11:30:00,7.133333333333334,21.866666666666667,11.266666666666667,13.066666666666666,53.333333333333336,0
2021-08-16 11:45:00,6.2,26.6,10.133333333333333,12.2,55.13333333333333,1
2021-08-16 12:00:00,28.6,20.8,2.2666666666666666,2.2666666666666666,53.93333333333333,1
2021-08-16 12:15:00,31.8,17.2,1.9333333333333333,2.8,53.733333333333334,1
2021-08-16 12:30:00,22.066666666666666,20.2,4.133333333333334,3.0,49.4,0
2021-08-16 12:45:00,15.066666666666666,18.2,3.6,12.066666666666666,48.93333333333333,0
2021-08-16 13:00:00,13.866666666666667,19.666666666666668,5.133333333333334,13.066666666666666,51.733333333333334,0
2021-08-16 13:15:00,12.266666666666667,12.666666666666666,7.266666666666667,11.2,43.4,0
2021-08-16 13:30:00,10.6,15.466666666666667,7.733333333333333,13.533333333333333,47.333333333333336,0
2021-08-16 13:45:00,9.2,15.466666666666667,5.866666666666666,11.866666666666667,42.4,0
2021-08-16 14:00:00,11.8,17.333333333333332,9.8,11.4,50.333333333333336,0
2021-08-16 14:15:00,10.066666666666666,17.333333333333332,12.666666666666666,12.6,52.666666666666664,0
2021-08-16 14:30:00,9.8,16.6,10.266666666666667,12.533333333333333,49.2,0
2021-08-16 14:45:00,6.8,18.866666666666667,8.066666666666666,13.733333333333333,47.46666666666667,0
2021-08-16 15:00:00,7.933333333333334,20.0,10.0,13.266666666666667,51.2,0
2021-08-16 15:15:00,7.333333333333333,22.066666666666666,16.933333333333334,13.4,59.733333333333334,0
2021-08-16 15:30:00,7.8,22.266666666666666,10.733333333333333,13.4,54.2,0
2021-08-16 15:45:00,6.266666666666667,23.466666666666665,11.533333333333333,10.533333333333333,51.8,1
2021-08-16 16:00:00,26.866666666666667,19.933333333333334,1.3333333333333333,1.7333333333333334,49.86666666666667,1
2021-08-16 16:15:00,24.533333333333335,12.8,1.1333333333333333,2.066666666666667,40.53333333333333,1
2021-08-16 16:30:00,23.666666666666668,14.066666666666666,2.533333333333333,2.066666666666667,42.333333333333336,0
2021-08-16 16:45:00,19.133333333333333,15.466666666666667,3.3333333333333335,4.133333333333334,42.06666666666667,0
2021-08-16 17:00:00,8.666666666666666,21.666666666666668,4.533333333333333,6.466666666666667,41.333333333333336,0
2021-08-16 17:15:00,10.533333333333333,20.133333333333333,2.8666666666666667,6.2,39.733333333333334,0
2021-08-16 17:30:00,19.266666666666666,11.066666666666666,0.06666666666666667,0.9333333333333333,31.333333333333332,0
2021-08-16 17:45:00,16.466666666666665,9.2,0.6,0.8666666666666667,27.133333333333333,0
2021-08-16 18:00:00,22.0,12.8,0.8666666666666667,0.8,36.46666666666667,0
2021-08-16 18:15:00,17.733333333333334,9.333333333333334,0.13333333333333333,0.3333333333333333,27.533333333333335,0
2021-08-16 18:30:00,10.8,7.733333333333333,0.26666666666666666,0.4,19.2,0
2021-08-16 18:45:00,13.266666666666667,6.0,0.4666666666666667,1.1333333333333333,20.866666666666667,0
2021-08-16 19:00:00,14.066666666666666,8.266666666666667,3.066666666666667,1.0666666666666667,26.466666666666665,0
2021-08-16 19:15:00,14.733333333333333,7.133333333333334,0.4666666666666667,3.2666666666666666,25.6,0
2021-08-16 19:30:00,16.2,8.4,1.8,3.3333333333333335,29.733333333333334,0
2021-08-16 19:45:00,12.266666666666667,7.466666666666667,3.1333333333333333,2.533333333333333,25.4,0
2021-08-16 20:00:00,11.333333333333334,8.8,1.6,1.6,23.333333333333332,0
2021-08-16 20:15:00,10.466666666666667,6.933333333333334,1.8,1.3333333333333333,20.533333333333335,0
2021-08-16 20:30:00,4.733333333333333,14.133333333333333,0.3333333333333333,0.6666666666666666,19.866666666666667,0
2021-08-16 20:45:00,4.2,5.6,0.26666666666666666,1.0,11.066666666666666,0
2021-08-16 21:00:00,1.7333333333333334,5.866666666666666,4.066666666666666,0.3333333333333333,12.0,0
2021-08-16 21:15:00,4.4,3.933333333333333,3.2,0.6,12.133333333333333,0
2021-08-16 21:30:00,4.333333333333333,4.733333333333333,3.0,1.3333333333333333,13.4,0
2021-08-16 21:45:00,7.333333333333333,14.266666666666667,1.7333333333333334,0.06666666666666667,23.4,0
2021-08-16 22:00:00,4.933333333333334,15.733333333333333,1.1333333333333333,0.06666666666666667,21.866666666666667,0
2021-08-16 22:15:00,7.866666666666666,17.533333333333335,1.8,0.13333333333333333,27.333333333333332,0
2021-08-16 22:30:00,8.6,10.866666666666667,1.8,1.5333333333333334,22.8,0
2021-08-16 22:45:00,6.733333333333333,13.333333333333334,0.7333333333333333,1.6666666666666667,22.466666666666665,0
2021-08-16 23:00:00,5.0,14.133333333333333,0.6666666666666666,1.4666666666666666,21.266666666666666,0
2021-08-16 23:15:00,3.1333333333333333,13.866666666666667,2.4,1.4666666666666666,20.866666666666667,0
2021-08-16 23:30:00,4.066666666666666,14.733333333333333,1.4666666666666666,1.2666666666666666,21.533333333333335,0
2021-08-16 23:45:00,5.2,14.866666666666667,2.1333333333333333,9.6,31.8,0
2021-08-17 00:00:00,3.6,17.133333333333333,2.066666666666667,12.666666666666666,35.46666666666667,0
